id,date,bank_category,bank_name,atms_crms_onsite,atms_crms_offsite,pos,micro_atms,bharat_qr,upi_qr,credit_cards,debit_cards,cc_pay_trns_at_pos_vol,cc_pay_trns_at_pos_val,cc_pay_trns_online_vol,cc_pay_trns_online_val,cc_pay_trns_other_vol,cc_pay_trns_other_val,cc_cash_withdraw_atm_val,cc_cash_withdraw_atm_vol,dc_pay_trns_at_pos_vol,dc_pay_trns_at_pos_val,dc_pay_trns_online_vol,dc_pay_trns_online_val,dc_pay_trns_other_vol,dc_pay_trns_other_val,dc_cash_withdraw_atm_val,dc_cash_withdraw_atm_vol,dc_cash_withdraw_pos_val,dc_cash_withdraw_pos_vol
1857,01-09-2024,Private Sector Banks,DCB Bank,423,5,7954,0,15752,0,3,1027647,0,0,0,0,0,0,0,0,78772,232726.62,44972,156872.04,217,6151.9,287145,1508997.43,0,0
1858,01-09-2024,Foreign Banks,Deutsche Bank,13,2,0,0,0,2,0,113549,0,0,0,0,0,0,0,0,23685,79580.26,12388,46824.13,0,0,28146,172449.3,0,0
1859,01-09-2024,Private Sector Banks,Dhanlaxmi Bank,241,39,1486,0,0,34824,12818,559783,25844,64343.04,6586,27493.45,0,0,243,813.7,160272,331421.04,6044,14962.96,0,0,438074,1954449.08,0,0
1860,01-09-2024,Foreign Banks,Doha Bank,2,0,0,0,0,0,0,22304,0,0,0,0,0,0,0,0,940,3267.64,175,511.17,0,0,1890,10468.2,0,0
1861,01-09-2024,Small Finance Banks,ESAF Small Finance Bank,644,2,0,5765,0,0,3,5591115,1,0.5,4,0.4,0,0,1,0.5,164213,299981.14,10685,29333.86,0,0,830768,3945489.17,4,0.93
1862,01-09-2024,Small Finance Banks,Equitas Small Finance Bank,366,4,2460,321,49503,0,0,1738786,0,0,0,0,0,0,0,0,121757,271535,35692,143133.34,0,0,2468670,6389077.24,0,0
1863,01-09-2024,Private Sector Banks,Federal Bank,1720,330,20686,589,25,5556773,1049206,13836055,2261586,6769392.6,1806238,8996131.76,0,0,5166,25647.14,3217055,8315814.82,1237844,4458201.54,2848,40194.85,7848539,39750864.82,36,36
1864,01-09-2024,Payment Banks,Fino Payments Bank,0,0,0,437926,0,11099,0,9791918,0,0,0,0,0,0,0,0,147709,344319.4,8924,15861.9,0,0,2189896,7029733.05,10,6.4
1865,01-09-2024,Private Sector Banks,HDFC Bank,12237,8756,1638516,3136,2170804,729847,22405188,57092063,68061552,162525004.7,35525094,359740990,0,0,203006,1297178.49,10189706,34783419.03,7318852,37924888.15,70491,1045281.68,33875087,220389713.3,1056,1053.78
1866,01-09-2024,Foreign Banks,HSBC,46,27,0,0,0,0,718457,794722,872039,3049619.03,1467102,13621020.35,0,0,2407,17934.92,241344,1138548.65,0,0,0,0,219681,1306229.97,0,0
1867,01-09-2024,Private Sector Banks,ICICI Bank,10000,6117,1767953,6280,594880,3627430,17562210,31972238,18381047,89742042.96,54177278,224828084.5,57,3664.48,65992,324876.65,6463160,22333951.89,3048447,21682810.68,6546,142878.77,15310392,108231020.7,0,0
1868,01-09-2024,Private Sector Banks,IDBI Bank,2354,887,13519,1041,2285,333970,39631,12111532,69846,274896.4,63781,240380.05,0,0,588,3463.9,1163992,2688237.55,248416,733997.97,0,0,5244916,26001170.14,101,39.38
1869,01-09-2024,Private Sector Banks,IDFC First Bank,902,331,47622,7544,0,55325,3076601,6659945,9447890,20227024.91,1841681,11584560.52,0,0,27569,125616.9,632314,1890912.68,266322,2657242.2,0,0,3963894,18964138.02,0,0
1870,01-09-2024,Payment Banks,India Post Payments Bank,0,0,0,190668,0,1334215,0,19624453,0,0,0,0,0,0,0,0,0,0,1297450,88189.26,0,0,0,0,0,0
1871,01-09-2024,Public Sector Banks,Indian Bank,4601,616,20904,12993,0,2739588,265112,32680016,229807,980000.04,153259,1239482.49,0,0,4549,35048.57,3137677,6892552.01,695859,1560899.9,226,760.75,19692355,92515685.66,514,516.82
1872,01-09-2024,Public Sector Banks,Indian Overseas Bank,2763,737,0,7829,0,401324,60130,19600172,69713,204897.5,23597,84150.44,0,0,2356,11711.57,2405063,5182815.78,467580,1067452.04,0,0,12142660,50885709.64,0,0
1873,01-09-2024,Private Sector Banks,IndusInd Bank,1895,1116,246321,141,59690,6746278,3022768,11154738,3724310,38075643.34,7002341,46635336.88,0,0,23430,122492.1,738407,2013411.7,614279,2853571.2,879,55667.48,3883761,23263945.97,0,0
1874,01-09-2024,Private Sector Banks,Jammu & Kashmir Bank,948,631,14319,942,0,541478,123424,4605046,187033,1585485.35,95730,387793.96,0,0,9326,39696.86,871911,2197231.89,900060,668886.29,0,0,5251122,28165019.14,0,0
1875,01-09-2024,Small Finance Banks,Jana Small Finance Bank,59,2,0,136,0,501821,0,3552421,0,0,0,0,0,0,0,0,42552,87095.58,7694,25739.1,0,0,331876,1445316.5,0,0
1876,01-09-2024,Payment Banks,Jio Payments Bank,0,0,0,0,0,84327,0,259051,0,0,0,0,0,0,0,0,11442,9210.47,9721,27242.91,1735,450.34,38186,147092.7,0,0
1877,01-09-2024,Foreign Banks,KEB Hana Bank,1,0,0,0,0,0,0,1548,0,0,0,0,0,0,0,0,1224,4637.16,128,511.01,0,0,319,2128.1,0,0
1878,01-09-2024,Private Sector Banks,Karnataka Bank,937,568,10498,0,0,100964,0,5419331,0,0,0,0,0,0,0,0,769748,1529379.72,55484,169385.39,0,0,3746868,17938329.26,0,0
1879,01-09-2024,Private Sector Banks,Karur Vysya Bank,1477,731,8313,0,0,44362,10242,5027307,24882,166292.37,10191,133056.1,0,0,789,6052.8,995541,2518528.11,148839,718714.22,0,0,4260006,20896351.99,0,0
1880,01-09-2024,Foreign Banks,Kookmin Bank,1,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,508,1619.25,192,581.49,0,0,106,813.4,0,0
1881,01-09-2024,Private Sector Banks,Kotak Mahindra Bank,1848,1481,76897,953,129799,617970,5305046,34608869,11656162,24970587.9,4597457,38358700.91,0,0,30627,144785.28,2073053,4809516.56,1894627,5947913.71,0,0,10695088,51932311.19,0,0
1882,01-09-2024,Payment Banks,NSDL Payments Bank,0,0,0,313929,0,0,0,1198389,0,0,0,0,0,0,0,0,14211,19185.46,41562,37559.28,0,0,427628,925118.84,0,0
1883,01-09-2024,Private Sector Banks,Nainital Bank,0,0,0,0,0,0,0,275222,0,0,0,0,0,0,0,0,14733,26106.25,4302,13923.91,0,0,70460,331878,0,0
1884,01-09-2024,Small Finance Banks,North East Small Finance Bank,18,1,0,0,0,0,0,394631,0,0,0,0,0,0,0,0,4757,6643.78,1584,2066.43,0,0,109112,287624.6,17,8.11
1885,01-09-2024,Payment Banks,Paytm Payments Bank,0,0,0,0,0,0,0,30614013,0,0,0,0,0,0,0,0,186,286.81,365,396.3,0,0,235,613.4,0,0
1886,01-09-2024,Public Sector Banks,Punjab & Sind Bank,1049,28,833,1503,979,139547,0,3648840,0,0,0,0,0,0,0,0,311196,724296.48,111705,295850.08,0,0,1439804,6828675.4,0,0
1887,01-09-2024,Public Sector Banks,Punjab National Bank,7801,4239,34478,0,678348,604644,541418,40630988,360418,1495528.51,252894,1401476.89,4,255.24,7224,21674.26,4261970,10539979.21,1333438,3374688.91,0,0,24845236,123898106.5,0,0
1888,01-09-2024,Private Sector Banks,RBL Bank,370,36,1662956,0,3429,136200,5218099,1558113,5210235,25780852.03,4729865,44633355.55,0,0,38654,157745.01,159642,437128.02,93194,618434.85,74,2704.97,540038,2778244.36,0,0
1889,01-09-2024,Foreign Banks,SBM Bank India,0,0,0,0,0,0,638525,806906,228723,369899.32,448984,950385.14,0,0,6567,27438.19,8348,19916.31,7566,23104.48,0,0,27490,82066.71,0,0
1890,01-09-2024,Small Finance Banks,Shivalik Small Finance Bank,0,0,0,0,0,0,0,69589,0,0,0,0,0,0,0,0,3895,8489.31,2711,11918.53,0,0,27827,145046.93,0,0
1891,01-09-2024,Private Sector Banks,South Indian Bank,911,374,18277,0,37530,97408,393789,3763611,654281,2407450.88,697980,4516147.73,0,0,0,0,1110637,2837926.26,174949,819674.35,0,0,2854778,14362552.4,0,0
1892,01-09-2024,Foreign Banks,Standard Chartered Bank,102,48,0,0,0,0,979954,1054782,1104013,3755752.42,1257591,6380265.35,0,0,2174,13841.87,325078,1014789.6,150718,589412.63,35,798.61,610999,3168922.95,0,0
1893,01-09-2024,Public Sector Banks,State Bank of India,24713,37988,1445506,46452,940593,4375351,19586884,234984596,25598172,99052398.69,39864931,178095371.9,0,0,130362,555277,32023702,75866295.74,7798956,25641836.22,958,13842.43,157827279,813309515.2,18926,17742.15
1894,01-09-2024,Small Finance Banks,Suryoday Small Finance Bank,0,0,0,67,0,0,0,798337,0,0,0,0,0,0,0,0,28009,32684.82,860,2751.8,0,0,82857,318477.24,0,0
1895,01-09-2024,Private Sector Banks,Tamilnad Mercantile Bank,507,655,2258,0,0,156931,32717,2348267,42360,190103.47,17318,107566.95,0,0,1971,8091,357803,951666.84,32843,138087.27,60,161.93,4843507,21683201.9,0,0
1896,01-09-2024,Public Sector Banks,UCO Bank,2240,231,11020,3568,310,1164594,0,12587210,0,0,0,0,0,0,0,0,953005,2307711.65,347825,814866.59,829,14353.08,6419760,29471029.77,180,197.84
1897,01-09-2024,Small Finance Banks,Ujjivan Small Finance Bank,607,3,0,0,0,614506,0,7408625,0,0,0,0,0,0,0,0,160492,293103.92,45458,133676.06,0,0,3029351,11362680.2,4,0.45
1898,01-09-2024,Public Sector Banks,Union Bank of India,7671,2020,48382,8001,290703,286419,746358,56180879,649297,2732371.68,1600394,3200231.43,0,0,12503,54032.77,4833589,10392582.03,1893599,4085267.02,2586,10076.82,43561329,128740119.8,1325,2497.91
1899,01-09-2024,Small Finance Banks,Unity Small Finance Bank,232,0,0,0,0,0,0,39972,0,0,0,0,0,0,0,0,6056,9861.91,414,957.37,0,0,19077,71505.6,0,0
1900,01-09-2024,Small Finance Banks,Utkarsh Small Finance Bank,337,7,0,677,0,38756,938,1726849,390,2077.41,372,2774.18,1935,229.3,0,0,29546,65907.89,11531,120251.83,6,44.99,245784,1328847.37,0,0
1901,01-09-2024,Foreign Banks,Woori Bank,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,0,2328,7588.2,1045,2794.03,0,0,565,4594.6,0,0
1902,01-09-2024,Private Sector Banks,Yes Bank,1159,164,71867,94372,302596,473953131,2291974,5099164,6607375,14017952.01,1098481,12873262.46,0,0,17077,87507.1,558034,1486387.84,160274,835935.73,33,476.12,2220517,11509263.85,240,240
1903,01-10-2024,Small Finance Banks,AU Small Finance Bank,670,6,0,842,0,333600,1032357,8677552,1119114,7464704.67,2072108,11972720.78,539,263.76,5362,34926.9,215398,638798.3,194414,884093.29,201,2986.23,1786723,9488904.13,116,116
1904,01-10-2024,Payment Banks,Airtel Payments Bank,0,0,0,138539,0,2512376,0,4657932,0,0,0,0,0,0,0,0,49018,37218.17,181668,309024.81,0,0,362772,1572365.69,0,0
1905,01-10-2024,Foreign Banks,American Express,0,0,50091,0,0,0,1429916,0,1570740,15371922.43,4704454,44154007.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,01-10-2024,Private Sector Banks,Axis Bank,6441,8038,1917154,541,683150,92603271,14771653,38535592,36035574,108590836.7,33696018,152111963.4,0,0,82861,404524,5098190,19073331.21,2174498,11499311.31,13457,351748.05,21098946,135316843.9,0,0
1907,01-10-2024,Private Sector Banks,Bandhan Bank,433,5,64052,0,13053,0,0,6057989,0,0,0,0,0,0,0,0,269733,983834.38,82699,423128.68,0,0,2582075,15030505.62,12,14
1908,01-10-2024,Foreign Banks,Bank of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,01-10-2024,Foreign Banks,Bank of Bahrain and Kuwait,0,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,1159,3281.26,73,2921.15,0,0,1564,7902.2,0,0
1910,01-10-2024,Public Sector Banks,Bank of Baroda,8217,2256,44524,45506,20090,2181216,2879441,85976657,6630947,14538931.08,3155758,18018568.13,0,0,13747,69213.74,3831190,10230655.76,495918,2847639.89,32,91.12,26899152,135255137.9,73,63.88
1911,01-10-2024,Public Sector Banks,Bank of India,5335,2900,18276,19650,0,1196987,74208,39458415,145453,640192.62,70566,336305.99,0,0,9915,58490.15,2584959,6139479.25,584382,1210546.56,0,0,17132325,73090438.02,258,261.1
1912,01-10-2024,Public Sector Banks,Bank of Maharashtra,2143,238,1420,3160,355014,917389,31427,14313361,47765,231501.98,17765,94232.18,0,0,817,3955.8,1320600,3263128.68,275752,662908.92,6747,73612,7284684,35032636.07,0,0
1913,01-10-2024,Foreign Banks,Barclays Bank,0,0,0,0,1,0,0,775,0,0,0,0,0,0,0,0,137,382.46,0,0,0,0,608,5691,0,0
1914,01-10-2024,Private Sector Banks,CSB Bank,726,44,0,0,14976,0,140107,900067,250484,816274.84,1230515,1493463.34,0,0,0,0,159552,335370.74,12616,44667.89,0,0,455881,2296609.7,0,0
1915,01-10-2024,Public Sector Banks,Canara Bank,8298,3846,73960,13173,0,3137504,971250,58873044,1132576,4555340.17,455896,2614457.77,0,0,99282,557597.5,6387314,19030584.22,1022182,4015398.76,3918,62357.14,33356296,162057139.2,63,54.78
1916,01-10-2024,Small Finance Banks,Capital Small Finance Bank,181,2,0,0,0,0,0,240317,0,0,0,0,0,0,0,0,26547,95965.91,3454,15258.82,0,0,126392,741185.49,0,0
1917,01-10-2024,Public Sector Banks,Central Bank of India,2857,1144,3367,2775,31271,1788369,0,30178225,0,0,0,0,0,0,0,0,1623055,4457109.87,212819,766130.3,0,0,9845634,47239167.21,3117,3215.67
1918,01-10-2024,Foreign Banks,Citibank,0,0,0,0,0,0,217205,0,144700,929411.43,265941,4295555.06,0,0,513,4415.4,0,0,0,0,0,0,0,0,0,0
1919,01-10-2024,Private Sector Banks,City Union Bank,1166,520,7149,87213,0,76532,26716,2918680,62454,262840.65,23941,247042.49,0,0,303,1675.4,566952,1596370.01,39359,131562.85,0,0,2593641,14838934.43,0,0
1920,01-10-2024,Foreign Banks,DBS Bank,439,341,628,90,0,7072,539451,1743319,585011,2850998.59,292930,2404876.48,0,0,4187,12267,218903,576082.26,137397,335185.07,0,0,823494,4489722.99,0,0
1921,01-10-2024,Private Sector Banks,DCB Bank,425,5,7937,0,16260,0,19,860088,8,6.89,6,9.33,0,0,4,5,82957,293488.12,43497,168125.27,262,6968.4,324440,1777316.02,0,0
1922,01-10-2024,Foreign Banks,Deutsche Bank,13,2,0,0,0,4,0,106125,0,0,0,0,0,0,0,0,26904,102838.41,12386,48371.52,0,0,32680,206563.02,0,0
1923,01-10-2024,Private Sector Banks,Dhanlaxmi Bank,241,39,1488,0,0,35746,12886,561721,25902,61425.94,6998,30862.54,0,0,257,953.1,149625,295004.5,6429,15982.82,0,0,445868,1949931.76,0,0
1924,01-10-2024,Foreign Banks,Doha Bank,2,0,0,0,0,0,0,22453,0,0,0,0,0,0,0,0,871,3037.29,189,335.31,0,0,2117,12417.9,0,0
1925,01-10-2024,Small Finance Banks,ESAF Small Finance Bank,656,2,0,5945,0,0,46,5721466,0,0,10,4.92,0,0,0,0,157904,288485.55,11042,29942.83,0,0,887534,4340316.87,1,1
1926,01-10-2024,Small Finance Banks,Equitas Small Finance Bank,368,4,2659,325,51707,0,0,1553443,0,0,0,0,0,0,0,0,128088,318919.6,32881,126578.13,0,0,2403786,6660796.08,0,0
1927,01-10-2024,Private Sector Banks,Federal Bank,1726,321,20333,589,0,5615425,1060476,13899539,2414333,7518528.39,1705260,9293612.17,0,0,5404,26696.7,2913955,7470268.48,1235538,4314698.46,3027,42173.84,8180401,41380640.24,47,47
1928,01-10-2024,Payment Banks,Fino Payments Bank,0,0,0,440961,0,11268,0,9857867,0,0,0,0,0,0,0,0,150075,332863.12,9521,22238.5,0,0,2525284,8407063.2,1,0.9
1929,01-10-2024,Private Sector Banks,HDFC Bank,12222,8708,1667772,2521,2213445,758179,22646307,57605366,75104185,202519669.1,36753679,333541363.6,0,0,210268,1390147.62,11099445,46159328.3,7472584,37385961.74,73382,1072241.17,38958468,263883176.6,2139,2148.97
1930,01-10-2024,Foreign Banks,HSBC,46,27,0,0,0,0,780694,816374,990060,4067825.57,1577797,14297311.91,0,0,2690,19358.66,272091,1413231.89,0,0,0,0,265952,1656818.32,0,0
1931,01-10-2024,Private Sector Banks,ICICI Bank,10050,6138,1709463,6244,595381,3648009,17700751,34156827,20714819,120147741.8,59456034,260651067.3,49,3542.53,70949,361850.53,6388811,29669853.56,3822971,21915099.07,6836,158020.79,17534224,128635667,4,0.5
1932,01-10-2024,Private Sector Banks,IDBI Bank,2363,876,13619,1063,389,339068,39402,12125956,79078,363809.32,62618,247245.62,0,0,559,3450.6,1269896,3400114.66,243208,754408.43,0,0,5937493,30814525.43,113,46.67
1933,01-10-2024,Private Sector Banks,IDFC First Bank,905,331,43978,7650,0,108322,3145919,6708720,10541297,23505440.62,2079879,14262789.36,0,0,28214,134853.9,675625,2517960.62,287004,2752735.28,0,0,4305660,22076133.95,0,0
1934,01-10-2024,Payment Banks,India Post Payments Bank,0,0,0,192528,0,1383458,0,20519546,0,0,0,0,0,0,0,0,0,0,223832,91062.65,0,0,0,0,0,0
1935,01-10-2024,Public Sector Banks,Indian Bank,4607,614,20913,13141,0,2777361,274473,32899596,453017,2623298.89,150815,1341722.52,0,0,4724,37790.73,3403950,8449638.38,679862,1498859.08,223,683.47,21222078,103113835.7,1134,1135.9
1936,01-10-2024,Public Sector Banks,Indian Overseas Bank,2763,738,0,7939,0,406505,64247,19875176,74239,237440.66,23663,88529.35,0,0,2494,13392.63,2611491,6057868.96,461416,1042663.16,0,0,12963955,56110997.01,0,0
1937,01-10-2024,Private Sector Banks,IndusInd Bank,1899,1114,247864,141,59703,6888250,3054496,11115757,4364524,56309426.52,7561350,38002603.35,0,0,24143,132467.71,789091,2588251.58,606047,3024081.29,837,54108.56,4447591,27330537.15,0,0
1938,01-10-2024,Private Sector Banks,Jammu & Kashmir Bank,945,632,14324,942,0,552508,123943,4649990,196738,1763166.34,101280,408633.1,0,0,10081,44356.2,947540,2741408.84,937729,807068.83,0,0,5809665,33557413.84,0,0
1939,01-10-2024,Small Finance Banks,Jana Small Finance Bank,59,2,0,130,0,502503,0,3586914,0,0,0,0,0,0,0,0,43917,100097.9,7820,28130.4,0,0,324593,1435883.3,0,0
1940,01-10-2024,Payment Banks,Jio Payments Bank,0,0,0,0,0,87687,0,298576,0,0,0,0,0,0,0,0,16541,15918.74,11891,31916.29,1806,646.41,56214,215984.9,0,0
1941,01-10-2024,Foreign Banks,KEB Hana Bank,1,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,0,1194,4020.22,127,356.69,0,0,417,3072.41,0,0
1942,01-10-2024,Private Sector Banks,Karnataka Bank,938,564,10600,0,0,103930,0,5463585,0,0,0,0,0,0,0,0,808678,1797993.9,54650,161850.54,0,0,4051478,19452415.96,0,0
1943,01-10-2024,Private Sector Banks,Karur Vysya Bank,1478,726,5055,0,0,44427,10374,5075894,28656,200858.7,10388,139179.25,0,0,736,5814.1,1069569,2898231.08,152141,712717.96,0,0,4370026,22022958.2,0,0
1944,01-10-2024,Foreign Banks,Kookmin Bank,1,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,538,1823.6,170,347.2,0,0,83,593.3,0,0
1945,01-10-2024,Private Sector Banks,Kotak Mahindra Bank,1852,1482,78127,0,132824,643023,5207106,34762324,12385040,30400742.48,4566739,43447737.15,0,0,29594,146128.78,2162542,6244293.04,1898837,6037198.1,0,0,11973298,61469358.39,0,0
1946,01-10-2024,Payment Banks,NSDL Payments Bank,0,0,0,301372,0,0,0,1536451,0,0,0,0,0,0,0,0,15759,25967.56,45374,39862.88,0,0,513008,1196183.08,0,0
1947,01-10-2024,Private Sector Banks,Nainital Bank,0,0,0,0,0,0,0,278460,0,0,0,0,0,0,0,0,15725,34823.46,4929,14074.18,0,0,80670,400701.4,0,0
1948,01-10-2024,Small Finance Banks,North East Small Finance Bank,18,1,0,0,0,0,0,391472,0,0,0,0,0,0,0,0,5519,8109.22,2176,2158.12,0,0,115252,333826.2,20,29.48
1949,01-10-2024,Payment Banks,Paytm Payments Bank,0,0,0,0,0,0,0,30610727,0,0,0,0,0,0,0,0,188,83.36,800,215.26,0,0,220,627.7,0,0
1950,01-10-2024,Public Sector Banks,Punjab & Sind Bank,1052,28,859,1544,1005,142022,0,3582557,0,0,0,0,0,0,0,0,328778,920401.22,107539,290854.74,0,0,1603538,7985674,0,0
1951,01-10-2024,Public Sector Banks,Punjab National Bank,7809,4212,34460,0,679348,622964,550487,40750078,397367,1823785.24,272087,1496896.83,2,50,7802,24877.3,4516056,13010738.63,1323201,3281536.27,0,0,28154770,146189089.4,0,0
1952,01-10-2024,Private Sector Banks,RBL Bank,371,35,1832773,0,3429,136971,5174424,1572432,5804522,33057494.73,5194635,45766336.74,0,0,38303,160161.6,167649,552052.03,97414,689316.06,59,3923.94,606461,3240316.66,0,0
1953,01-10-2024,Foreign Banks,SBM Bank India,0,0,0,0,0,0,646192,811456,235889,372542.73,427488,973563.35,0,0,7794,36549.72,9089,25412.22,7883,23910.41,0,0,29435,90670.89,0,0
1954,01-10-2024,Small Finance Banks,Shivalik Small Finance Bank,0,0,0,0,0,0,0,68748,0,0,0,0,0,0,0,0,3601,9090.8,2303,10244.83,0,0,29593,158095.25,0,0
1955,01-10-2024,Private Sector Banks,South Indian Bank,911,372,15066,0,38154,98131,391538,3787960,680261,2759627.14,646005,4526888.6,0,0,0,0,1028487,2654784.77,178889,793915.41,0,0,2932402,14731880.86,0,0
1956,01-10-2024,Foreign Banks,Standard Chartered Bank,102,47,0,0,0,0,969662,1057711,1187632,4654076.21,1279738,6586599.08,0,0,2528,17216.39,354365,1312301.16,155280,619369.05,39,826.8,684237,3686293.56,0,0
1957,01-10-2024,Public Sector Banks,State Bank of India,25447,37886,1467705,47076,955329,4433531,19807149,235164783,28058099,124287833.1,42871025,194208546.2,0,0,137860,590520.83,34770694,93945174.47,8540125,29469721.47,980,12708.49,179363378,957780418.8,19260,19905.26
1958,01-10-2024,Small Finance Banks,Suryoday Small Finance Bank,0,0,0,67,0,0,0,810290,0,0,0,0,0,0,0,0,44438,52469.07,842,2847.63,0,0,81197,334193.44,0,0
1959,01-10-2024,Private Sector Banks,Tamilnad Mercantile Bank,507,655,2382,0,0,162626,33095,2347479,49076,219026.76,17735,109747.68,0,0,2090,8711.6,357803,951666.84,32257,128296.19,91,263.21,4993443,23253670.8,0,0
1960,01-10-2024,Public Sector Banks,UCO Bank,2246,228,10846,3568,289,1178127,0,12550951,0,0,0,0,0,0,0,0,1001291,2882543.81,342747,812001.26,976,18745.37,7076416,33767669.62,198,192.94
1961,01-10-2024,Small Finance Banks,Ujjivan Small Finance Bank,607,3,0,0,0,619040,0,7456790,0,0,0,0,0,0,0,0,160670,340337.87,41966,135374.29,0,0,2939753,10919530.34,1,1
1962,01-10-2024,Public Sector Banks,Union Bank of India,7669,2022,48060,8015,296990,286694,735926,56447325,613506,2743855.04,1567053,3291277.42,0,0,11046,49310.6,5084363,12556804.74,1902998,4055135.99,3210,12360.78,48143885,148546193.6,1205,4161.56
1963,01-10-2024,Small Finance Banks,Unity Small Finance Bank,173,0,0,0,0,0,0,45668,0,0,0,0,0,0,0,0,7154,12411.64,442,1183.46,0,0,23306,93540.2,0,0
1964,01-10-2024,Small Finance Banks,Utkarsh Small Finance Bank,343,7,0,687,0,38917,4338,1706142,451,2762.86,1362,2667.14,22632,3145.12,1,0.1,30118,82887.14,9706,124899.38,18,267.88,263213,1505548.51,0,0
1965,01-10-2024,Foreign Banks,Woori Bank,0,0,0,0,0,0,0,1259,0,0,0,0,0,0,0,0,2260,7768.52,1025,2377.64,0,0,760,5898.5,0,0
1966,01-10-2024,Private Sector Banks,Yes Bank,1165,161,72361,96767,269435,480472580,2341974,5154054,7549131,17034738.86,1198380,14495581.86,0,0,17298,90879.9,588977,1901593.3,157372,892464.74,45,557.04,2514866,13563852.13,249,250
1967,01-11-2024,Small Finance Banks,AU Small Finance Bank,670,6,0,843,0,336695,1032988,8747178,977255,5785038.62,1866249,9545696.4,882,411.02,4557,29166.6,181508,510682.49,186032,863066.43,148,2245.34,1438388,7571886.86,180,180
1968,01-11-2024,Payment Banks,Airtel Payments Bank,0,0,0,140328,0,2372471,0,4956304,0,0,0,0,0,0,0,0,45080,34624.94,161644,288317.62,0,0,323351,1378029.75,0,0
1969,01-11-2024,Foreign Banks,American Express,0,0,49448,0,0,0,1426449,0,1554279,14195333.11,4524108,42746543.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,01-11-2024,Private Sector Banks,Axis Bank,6482,8004,1920867,369,647830,94646432,14731919,38956267,32639003,92369275,24821342,106732047.7,0,0,74032,363425.2,4448481,15736783.85,1933655,10259963.12,11930,304572.82,17262629,110525983.9,0,0
1971,01-11-2024,Private Sector Banks,Bandhan Bank,433,5,64986,0,15842,0,0,6500516,0,0,0,0,0,0,0,0,232715,801809.17,73009,365750.91,0,0,2273267,12690346.62,55,53.1
1972,01-11-2024,Foreign Banks,Bank of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,01-11-2024,Foreign Banks,Bank of Bahrain and Kuwait,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,1051,2678.56,69,1244.13,0,0,1370,6884.8,0,0
1974,01-11-2024,Public Sector Banks,Bank of Baroda,8345,2343,45611,45458,20942,2231859,2895055,86552638,6197152,13088775.82,2907778,15284398.73,0,0,12890,64369.5,3235794,8123829.71,503140,2460103.69,14,26.57,22467092,111001788.1,47,52.69
1975,01-11-2024,Public Sector Banks,Bank of India,5337,2898,18163,19650,0,1209551,74236,39250483,135394,572554.52,62143,297025.73,0,0,9072,53557.72,2212962,4941731.22,476051,976469.68,0,0,14533776,60253474.36,261,261.23
1976,01-11-2024,Public Sector Banks,Bank of Maharashtra,2160,242,1397,3599,355014,923128,31303,14032269,43057,195147.7,17488,91421.48,0,0,836,4066.3,1067283,2433320.34,240364,581935.4,4945,54122.7,5484168,25800558.14,0,0
1977,01-11-2024,Foreign Banks,Barclays Bank,0,0,0,0,1,0,0,771,0,0,0,0,0,0,0,0,62,173.95,0,0,0,0,463,4333,0,0
1978,01-11-2024,Private Sector Banks,CSB Bank,728,44,0,0,15587,0,148121,908674,247239,747595.73,1306132,1462206.01,0,0,0,0,144252,309506.44,8696,33120.09,0,0,421587,2106095.3,1,2
1979,01-11-2024,Public Sector Banks,Canara Bank,8272,3818,74429,13177,0,3220187,992112,59065159,1025921,4118599.56,435699,2478724.82,0,0,96293,545268.3,5560470,16286170.84,915042,3626676.74,3895,66868.93,29851984,143888559,30,25.43
1980,01-11-2024,Small Finance Banks,Capital Small Finance Bank,182,2,0,0,0,0,0,239529,0,0,0,0,0,0,0,0,26760,107187.7,2996,18256.16,0,0,115593,704532.05,0,0
1981,01-11-2024,Public Sector Banks,Central Bank of India,2857,1144,3301,2725,32980,1903853,0,27020639,0,0,0,0,0,0,0,0,1407443,3687397.82,200557,731656.7,0,0,8282128,38940300.63,3209,3290.54
1982,01-11-2024,Foreign Banks,Citibank,0,0,0,0,0,0,220699,0,139168,962737.58,261874,4635455.53,0,0,465,3925.3,0,0,0,0,0,0,0,0,0,0
1983,01-11-2024,Private Sector Banks,City Union Bank,1172,519,7296,91935,0,73872,28021,2949019,50318,218934.78,21943,226379.28,0,0,259,1360.5,440808,1322631.19,35582,112257.05,0,0,2255915,12538655.49,0,0
